name,style,abv,ibu,brewer_name,tipo
'Bombs Away' Double IPA,Imperial or Double India Pale Ale,11.5,40.0,Crabby Larry's Brewpub Steak & Crab House,India Pale Ale
't Gaverhopke Extra,Belgian-Style Dark Strong Ale,12.0,40.0,Brouwerij 't Gaverhopke,Ale
‘BARLEY LEGAL’ BARLEYWINE,American-Style Barley Wine Ale,14.2,121.0,Dunsmuir Brewery Works,Ale
“The Great Impression” Stock Ale,Specialty Beer,11.4,43.0,Dust Bowl Brewing Company,Special
“The Void” Intergalactic Stout,American-Style Imperial Stout,17.5,60.0,Drake's Brewing Company,Stout
[BANISHED] Doublecross,Wood- and Barrel-Aged Dark Beer,12.0,20.0,Crux Fermentation Project,Stout
[BANISHED] Tough Love,Wood- and Barrel-Aged Dark Beer,11.5,70.0,Crux Fermentation Project,Stout
§ucaba (Abacus),American-Style Barley Wine Ale,13.0,42.0,Firestone Walker Brewing Company,Ale
1/4 Escuro,Robust Porter,12.0,34.0,Cerveja Aroeira,Porter
100 Barrel Series #10 Triticus,Specialty Beer,11.5,57.0,Harpoon Brewery,Special
1000 IBU,Imperial or Double India Pale Ale,12.2,1000.0,Mikkeller,India Pale Ale
10th Anniversary,American-Style Strong Pale Ale,11.8,40.0,The Livery,Ale
1100 Wheat Wine,American-Style Wheat Wine Ale,11.5,13.0,Fitger's Brewhouse,Ale
110K+OT Batch #1,Smoke Beer (Lager or Ale),11.4,17.0,Cigar City Brewing,Lager
110K+OT Batch #2,American-Style Imperial Stout,11.4,60.0,Cigar City Brewing,Stout
12,Belgian-Style Quadrupel,12.0,25.0,West Vleteren brewery,Trappist
120 Minute IPA,Imperial or Double India Pale Ale,18.0,120.0,Dogfish Head Craft Brewery,India Pale Ale
1221 Stout,American-Style Imperial Stout,12.0,60.0,Fountain Square Brewing Company,Stout
13/164,American-Style Stout,13.2,60.0,Christian Moerlein Brewing Company,Stout
15 Anniversary,Belgian-Style Tripel,15.0,25.0,Flossmoor Station Brewing Company,Trappist
15th Anniversary Bolt Cutter Barley Wine,American-Style Barley Wine Ale,15.0,40.0,Founders Brewing Company,Ale
1824,Belgian-Style Dark Strong Ale,12.2,40.0,Texian Brewing Co,Ale
1920 Cognac Stout Imperiale,Wood- and Barrel-Aged Beer,11.6,82.0,DESTIHL Brewery,Stout
2 Turtle Doves,Belgian-Style Dark Strong Ale,12.0,25.0,The Bruery,Ale
2 Year Portuguese Brandy Barrel Aged Dark Lord,American-Style Imperial Stout,15.0,60.0,Three Floyds Brewing Company,Stout
20 Ton Barleywine,American-Style Barley Wine Ale,12.0,40.0,Two Roads Brewing Company,Ale
2010 Blunderbuss Barleywine,American-Style Barley Wine Ale,12.8,40.0,Cambridge Brewing Company,Ale
20th Anniversary Ale,Belgian-Style Dark Strong Ale,11.5,40.0,Brewery Ommegang,Ale
21st Anniversary,Wood- and Barrel-Aged Beer,11.9,60.0,Weyerbacher Brewing Company,Stout
23rd Anniversary,Old Ale,12.2,30.0,Karl Strauss Brewing Company,Ale
2nd Anniversary Brother's Keeper,Wood- and Barrel-Aged Beer,14.3,11.0,Booze Brothers Brewing Co.,Stout
2nd Dip,Strong Ale,12.5,40.0,Noble Ale Works,Ale
3 Bean Stout,American-Style Imperial Stout,13.0,60.0,Lervig Aktiebryggeri,Stout
30th Anniversary Barrel-Aged Belgian Style Quad,Belgian-Style Quadrupel,11.3,20.0,Great Lakes Brewing Company,Trappist
30th anniversary english-style barleywine ale,British-Style Barley Wine Ale,11.5,50.0,Summit Brewing Company,Ale
3rd Year Beer,American-Style Barley Wine Ale,11.2,40.0,Revolution Brewing,Ale
471 IPA Barrel Series: Citra,Imperial or Double India Pale Ale,11.3,70.0,Breckenridge Brewery,India Pale Ale
471 IPA Barrel Series: Eureka!,Imperial or Double India Pale Ale,11.2,70.0,Breckenridge Brewery,India Pale Ale
4th Year Beer,Belgian-Style Quadrupel,11.5,25.0,Revolution Brewing,Trappist
5 Golden Rings,Belgian-Style Pale Strong Ale,11.5,40.0,The Bruery,Ale
5th Anniversary,German-Style Doppelbock,11.5,35.0,Figueroa Mountain Brewing,Lager
5th Anniversary Quintuple IPA,Imperial or Double India Pale Ale,13.0,85.0,Karbach Brewing Company,India Pale Ale
6 Fifths Dessert Barleywine,American-Style Barley Wine Ale,14.6,100.0,7 Cent Brewery,Ale
6 Geese-A-Laying,Belgian-Style Dark Strong Ale,11.5,40.0,The Bruery,Ale
6th anniversary,American-Style Barley Wine Ale,14.0,31.0,Figueroa Mountain Brewing,Ale
6th Anniversary Barrel-aged Rye Wine,Wood- and Barrel-Aged Strong Beer,14.0,60.0,Joseph James Brewing Co. Inc.,Ale
70 K,Sweet or Cream Stout,13.1,60.0,Against The Grain Brewery,Stout
8 Maids-A-Milking,Sweet or Cream Stout,11.5,60.0,The Bruery,Stout
8 Maids-A-Milking - Bourbon Barrel-Aged,Wood- and Barrel-Aged Dark Beer,13.7,60.0,The Bruery,Stout
8+35=20 Pilot Project,American-Style Imperial Stout,12.0,175.0,White Birch Brewing,Stout
9 Ladies Dancing,Strong Ale,11.3,40.0,The Bruery,Ale
A Few Shillings Too Many,Scottish-Style Heavy Ale,12.5,40.0,Kuhnhenn Brewing,Ale
A Fistful of Unidragons,American-Style Imperial Stout,14.0,55.0,Clown Shoes Beer,Stout
A Honey of a Saison,French & Belgian-Style Saison,11.5,55.0,Boulder Beer Company,Session
A Night to End All Dawns,Wood- and Barrel-Aged Dark Beer,12.4,60.0,Kane Brewing Co.,Stout
Abbie Was Stout,Foreign (Export)-Style Stout,11.5,60.0,Free Range Brewing,Stout
Abby XXXX,Belgian-Style Quadrupel,11.3,25.0,Toxic Brew Company,Trappist
Absinthe Minded,Wood- and Barrel-Aged Beer,11.5,60.0,Revolution Brewing,Stout
Abstrakt AB:20,British-Style Barley Wine Ale,14.2,40.0,BrewDog,Ale
Abstrakt AB:22,American-Style Imperial Stout,12.5,60.0,BrewDog,Stout
ABSTRAKT AB:23,Specialty Beer,11.5,52.5,BrewDog,Special
Acheron,American-Style Imperial Stout,12.0,57.0,Martin House Brewing Company,Stout
Acrimonious Port Barrel Aged Imperial Stout,American-Style Imperial Stout,12.0,60.0,Haymarket Pub & Brewery,Stout
Adam From The Wood,Aged Beer (Ale or Lager),12.0,17.0,Hair of the Dog Brewing,Lager
Afterburner,Imperial or Double India Pale Ale,11.6,100.0,Kinetic Brewing Company,India Pale Ale
Agamemnon,American-Style Imperial Stout,13.0,60.0,Omnipollo,Stout
Agave Maria,Specialty Beer,13.5,52.5,The Lost Abbey,Special
Agent 99,Belgian-Style Tripel,12.0,25.0,The Livery,Trappist
Ale Storm,American-Style Barley Wine Ale,12.0,60.0,Thunder Canyon Brewery,Ale
All I See Is Carrion,Belgian-Style Quadrupel,12.2,29.0,Adroit Theory Brewing Company,Trappist
Alpha Kong,Other Belgian-Style Ales,13.0,40.0,Three Floyds Brewing Company,Ale
Ambidextrous #7,Belgian-Style Quadrupel,11.2,25.0,Left Hand Brewing Company,Trappist
American Barley Wine,American-Style Barley Wine Ale,11.5,40.0,Brouwerij Kees,Ale
American Imperial Stout,American-Style Imperial Stout,12.0,64.0,Burgeon Beer Company,Stout
American Maniacs,Sweet Mead,14.0,1.0,B. Nektar Meadery,Mead
American Muscle – New World Double IPA,Imperial or Double India Pale Ale,13.0,40.0,Local Option,India Pale Ale
American Wild,Wood- and Barrel-Aged Strong Beer,13.0,90.0,JDub's Brewing Company,Ale
Ancient Soul,Open Category Mead,14.0,1.0,B. Nektar Meadery,Mead
Angel's Share,Wood- and Barrel-Aged Beer,14.7,60.0,The Lost Abbey,Stout
Anguished Wood,American-Style Sour Ale,13.5,40.0,Phantom Carriage,Ale
ANNIVERSARY ALE,British-Style Barley Wine Ale,12.0,90.0,Drafting Table Brewing Company,Ale
Anniversary Ale 1,American-Style Imperial Stout,12.5,60.0,River North Brewery,Stout
Annularity,American-Style Barley Wine Ale,12.5,40.0,FiftyFifty Brewing Company,Ale
Antigoon's Revenge,Smoke Beer (Lager or Ale),12.4,51.0,Lakewood Brewing Company,Lager
Antiquity,American-Style Barley Wine Ale,12.1,78.0,DESTIHL Brewery,Ale
Apple Brandy Barrel Noir,American-Style Imperial Stout,12.0,70.0,Prairie Artisan Ales,Stout
Apple Pi,Open Category Mead,14.0,1.0,B. Nektar Meadery,Mead
Apple Pi With Crust,Open Category Mead,15.3,1.0,B. Nektar Meadery,Mead
Apple Pie Mead,Semi-Sweet Mead,14.0,1.0,San Francisco Mead Company,Mead
Appleseed Cask,Sweet Mead,12.0,1.0,Crafted Artisan Meadery,Mead
Apprentice Series Natasha,American-Style Imperial Stout,11.6,60.0,White Birch Brewing,Stout
Aquavit Barrel Aged Dark Lord,American-Style Imperial Stout,15.0,60.0,Three Floyds Brewing Company,Stout
Arbre - Light Toast,American-Style Imperial Stout,11.3,60.0,The Bruery,Stout
Arbre - Medium Toast,American-Style Imperial Stout,11.3,60.0,The Bruery,Stout
Arbre Alligator Char,American-Style Imperial Stout,11.3,60.0,The Bruery,Stout
Arcanic,Belgian-Style Dark Strong Ale,12.1,40.0,Wicked Weed Brewing Company,Ale
Arck Angel 4X IPA,American-Style Pale Ale,13.5,40.0,Pizza Boy Brewing,Ale
Arctic Alchemy,British-Style Barley Wine Ale,12.0,50.0,Fegley's Brew Works,Ale
Arctic Devil Barley Wine 2010,American-Style Barley Wine Ale,13.2,20.0,Midnight Sun Brewing Company,Ale
Arête,American-Style Barley Wine Ale,12.0,67.0,Elevation Beer Company,Ale
Armageddon Grand Cru,Other Belgian-Style Ales,11.6,36.0,Dragonmead Microbrewery,Ale
Armagnac Barrel Aged Belgian Dark Ale,Belgian-Style Dark Strong Ale,12.0,40.0,Brouwerij Hof ten Dormaal,Ale
Arquebus,American-Style Barley Wine Ale,14.0,40.0,Cambridge Brewing Company,Ale
Arran Barrel Aged Imperial Stout,American-Style Imperial Stout,11.5,60.0,Buxton,Stout
Assassin,American-Style Imperial Stout,12.8,60.0,Toppling Goliath Brewing Company,Stout
Asylum,American-Style India Pale Ale,11.2,40.0,Spring House Brewing Company,India Pale Ale
Asylum,Belgian-Style Tripel,11.8,25.0,Left Coast Brewing,Trappist
Atomic Coffee Unidragon,American-Style Imperial Stout,12.0,60.0,Clown Shoes Beer,Stout
Attack of the 50 Foot Brunette,English-Style Brown Ale,11.7,28.0,Nebraska Brewing Company,Ale
Auld Bitch Barley Wine,American-Style Barley Wine Ale,11.7,40.0,Tahoe Mountain Brewing Company,Ale
Aún Más A Jesús,American-Style Imperial Stout,12.0,60.0,Evil Twin Brewing,Stout
Aún Más Café Jesús,American-Style Imperial Stout,12.0,60.0,Evil Twin Brewing,Stout
Aun Mas Chili Jesus,American-Style Imperial Stout,12.0,60.0,Evil Twin Brewing,Stout
Aún Más Todo Jesús,American-Style Imperial Stout,12.0,60.0,Evil Twin Brewing,Stout
Aurox Imperial Stout,Wood- and Barrel-Aged Beer,11.7,60.0,Alluvial Brewing Company,Stout
Autumn Wind,American-Style Imperial Stout,11.5,80.0,Pigskin Brewing Company,Stout
Aventinus Eisbock,German-Style Eisbock,12.0,17.0,Schneider Weisse,Lager
B-1000 Terminator,American-Style Imperial Stout,12.4,60.0,Market Garden Brewery,Stout
B4W,American-Style Barley Wine Ale,12.3,40.0,Olde Peninsula Brewpub and Restaurant,Ale
BA Behemoth,American-Style Barley Wine Ale,12.5,80.0,Three Floyds Brewing Company,Ale
BA Death & Taxes,Specialty Stouts,11.5,55.0,Taxman Brewing Company,Special
BA Imperial Stout,American-Style Imperial Stout,12.4,60.0,The ChopHouse & Brewery,Stout
BA Speedway Stout,Wood- and Barrel-Aged Beer,12.0,60.0,AleSmith Brewing Company,Stout
BA Speedway Stout - Vietnamese Coffee,American-Style Imperial Stout,12.0,60.0,AleSmith Brewing Company,Stout
Baba Yaga,American-Style Imperial Stout,13.0,60.0,Ethereal Brewing,Stout
Baby Horse,Belgian-Style Quadrupel,11.8,25.0,21st Amendment Brewery,Trappist
Bachelors Delight,Belgian-Style Quadrupel,12.0,25.0,Lickinghole Creek Craft Brewery,Trappist
Back Country Burning,American-Style Imperial Stout,14.4,27.0,Millersburg Brewing Company,Stout
Badass FIreball Braggot,Braggot,11.5,16.0,Badass Backyard Brewing,Kolsch
Baggywrinkle,American-Style Barley Wine Ale,12.0,40.0,Cisco Brewers,Ale
Baller Stout,American-Style Stout,13.8,60.0,Three Floyds Brewing Company,Stout
Baltic 12,American-Style Premium Lager,12.1,17.0,Rinkuškių Alaus Darykla,Lager
Baltic Argonaut – Baltic Porter,Baltic-Style Porter,11.5,35.0,Warped Wing Brewing,Porter
Banana Hammock,Belgian-style Fruit Beer,15.0,15.0,Crooked Hammock Brewery,Fruit
Bankruptcy,American-Style Imperial Stout,12.0,60.0,Bank Brewing Company,Stout
Banryu Ichi,Specialty Beer,15.0,52.5,Cambridge Brewing Company,Special
BAR BAR,American-Style Barley Wine Ale,12.0,40.0,Elevator Brewing Company,Ale
Bar Fly,American-Style Imperial Stout,11.6,45.0,Midnight Sun Brewing Company,Stout
Barbapapa,American-Style Imperial Stout,12.0,60.0,Pretty Things Beer & Ale Project,Stout
BarFly Smoked Imperial Stout,Smoke Beer (Lager or Ale),11.6,45.0,Midnight Sun Brewing Company,Lager
Barley Wine,British-Style Barley Wine Ale,12.0,40.0,Partizan Brewing,Ale
Barley Wine,American-Style Barley Wine Ale,14.5,49.0,Schmohz Brewing Company,Ale
Barley Wine,American-Style Barley Wine Ale,12.5,40.0,Empire Brewing Company,Ale
Barley Wine,American-Style Barley Wine Ale,11.9,68.0,Persephone Brewing Company,Ale
Barleywine,American-Style Barley Wine Ale,15.0,40.0,Legend Brewing Company,Ale
Barleywine!,American-Style Barley Wine Ale,12.0,40.0,Barley's Brewing Company,Ale
Barmy Ale,Specialty Honey Lager or Ale,12.0,25.0,Ballast Point Brewing Company,Special
Baron's Extra Strong Brew,Other Strong Ale or Lager,11.8,17.0,Asia Pacific Breweries Ltd.,Ale
Barrel 1,Wood- and Barrel-Aged Strong Beer,12.5,60.0,Noble Ale Works,Ale
Barrel Aged Abe’s Ale,English-Style Brown Ale,12.5,40.0,Rolling Meadows Microbrewery,Ale
Barrel Aged AKA,Wood- and Barrel-Aged Strong Beer,11.9,60.0,White Birch Brewing,Ale
Barrel Aged Asmodeus,Wood- and Barrel-Aged Strong Beer,12.0,60.0,Metal Monkey Brewing,Ale
Barrel Aged Barley Legal,Wood- and Barrel-Aged Beer,11.4,55.0,Southern Prohibition Brewing,Stout
Barrel Aged Barley Wine Ale,American-Style Barley Wine Ale,15.2,40.0,Sebago Brewing Company,Ale
Barrel Aged Barleywine,Wood- and Barrel-Aged Strong Beer,14.7,60.0,Zipline Brewing Co.,Ale
Barrel Aged Bible Belt,American-Style Imperial Stout,13.0,60.0,Prairie Artisan Ales,Stout
Barrel Aged Black Saddle,Wood- and Barrel-Aged Strong Beer,13.3,83.0,Crystal Springs Brewing Co,Ale
Barrel Aged Blonde - Bruichladdich,Belgian-Style Pale Strong Ale,12.0,40.0,Brouwerij Hof ten Dormaal,Ale
Barrel Aged Bomb,American-Style Imperial Stout,13.0,60.0,Prairie Artisan Ales,Stout
Barrel Aged Cabra Perdida,American-Style Imperial Stout,11.7,60.0,Greenbush Brewing Co,Stout
Barrel Aged Cereal Killer,American-Style Barley Wine Ale,12.0,70.0,Arcadia Ales,Ale
Barrel Aged Deep Space,American-Style Imperial Stout,15.0,60.0,Barreled Souls,Stout
Barrel Aged Double Bastard Ale (Red Wine),Strong Ale,11.2,40.0,Stone Brewing,Ale
Barrel Aged Dry Cyser,Dry Mead,14.0,1.0,B. Nektar Meadery,Mead
Barrel Aged Dubbel,Wood- and Barrel-Aged Strong Beer,12.0,48.0,Parkway Brewing Company,Ale
Barrel Aged Elysium,Wood- and Barrel-Aged Sour Beer,11.7,60.0,White Birch Brewing,Ale
Barrel Aged First Descent,Wood- and Barrel-Aged Strong Beer,15.5,50.0,Jagged Mountain Brewery,Ale
Barrel Aged Full Allotment,American-Style Imperial Stout,11.8,60.0,Jackie O's Pub and Brewery,Stout
Barrel Aged Full Malted Jacket,Scottish-Style Heavy Ale,12.0,40.0,Beachwood BBQ & Brewing,Ale
Barrel Aged Hunter Coffee Vanilla,Specialty Stouts,11.5,60.0,18th Street Brewery,Special
Barrel Aged Imperial Stout,American-Style Imperial Stout,12.0,90.0,Arcadia Ales,Stout
Barrel Aged Ink,American-Style Imperial Stout,11.7,60.0,Rhinegeist,Stout
Barrel Aged Lucky #13,Strong Ale,13.0,40.0,Saugatuck Brewing Company,Ale
Barrel Aged Mass Extinction,Foreign (Export)-Style Stout,12.0,60.0,Twin Leaf Brewery,Stout
Barrel Aged Mexican Achromatic,Wood- and Barrel-Aged Dark Beer,13.2,55.0,WeldWerks Brewing Co.,Stout
Barrel Aged Naked Evil BBW,Wood- and Barrel-Aged Strong Beer,11.3,48.0,Hoppin' Frog Brewery,Ale
Barrel Aged Narwhal,American-Style Imperial Stout,12.9,60.0,Sierra Nevada Brewing Company,Stout
Barrel Aged Nuovo Record,South German-Style Weizenbock / Weissbock,13.5,13.0,New Holland Brewing Company,Wheat
Barrel Aged Old Rasputin,Wood- and Barrel-Aged Dark Beer,12.1,38.0,North Coast Brewing Company,Stout
Barrel Aged Old Scallywag (Aged in Oak Bourbon Barrels),American-Style Barley Wine Ale,11.4,40.0,Coronado Brewing Company,Ale
Barrel Aged Old Scallywag (Aged in Oak Brandy Barrels),American-Style Barley Wine Ale,11.4,40.0,Coronado Brewing Company,Ale
Barrel Aged Olde Ale,Old Ale,12.0,40.0,Saugatuck Brewing Company,Ale
Barrel Aged Roxy's Finest Imperial Cream Ale,American-Style Cream Ale or Lager,12.5,35.0,Bold City Brewery,Lager
Barrel Aged Ruckus,American-Style Imperial Stout,11.5,45.0,Melvin Brewing,Stout
Barrel Aged Russian Imperial Stout,American-Style Imperial Stout,11.8,60.0,Parallel 49 Brewing Company,Stout
Barrel Aged Rye Four,Wood- and Barrel-Aged Sour Beer,11.3,60.0,White Birch Brewing,Ale
Barrel Aged Rye Imperial Stout,American-Style Imperial Stout,12.0,60.0,Karl Strauss Brewing Company,Stout
Barrel Aged Shipwreck Porter,American-Style Imperial Porter,12.0,34.0,Arcadia Ales,Porter
Barrel Aged Three Tine Tripel (2015),Belgian Tripel,15.0,30.0,Triton Brewing Company,Trappist
Barrel Aged Tripel,Wood- and Barrel-Aged Strong Beer,11.7,60.0,White Birch Brewing,Ale
Barrel Aged Wild AKA,Wood- and Barrel-Aged Sour Beer,11.3,60.0,White Birch Brewing,Ale
Barrel Aged Yeti Imperial Stout,Wood- and Barrel-Aged Strong Beer,12.2,75.0,Great Divide Brewing Company,Ale
Barrel Aged: Divine Retribution,American-Style Imperial Stout,14.0,60.0,DuClaw Brewing Company,Stout
Barrel Crusher,Imperial or Double India Pale Ale,13.0,100.0,Deep Ellum Brewing Company,India Pale Ale
Barrel God,American-Style Imperial Stout,13.0,60.0,Lupulin Brewing Co.,Stout
Barrel of Monkeys,American-Style Barley Wine Ale,14.0,40.0,Devil's Canyon Brewing Company,Ale
Barrel Roll No. 3 - Pugachev's Cobra,American-Style Imperial Stout,15.8,85.0,Hangar 24 Craft Brewery,Stout
Barrel Roll No. 4 - Hammerhead,American-Style Barley Wine Ale,12.4,83.0,Hangar 24 Craft Brewery,Ale
Barrel-Aged 17,Chocolate / Cocoa-Flavored Beer,11.5,52.5,Perennial Artisan Ales,Special
Barrel-Aged Bigfoot (Whiskey Barrels),American-Style Barley Wine Ale,11.9,40.0,Sierra Nevada Brewing Company,Ale
Barrel-Aged Black Hole,Sweet or Cream Stout,13.1,60.0,Mikkeller,Stout
Barrel-Aged Dark Crusader,American-Style Imperial Stout,11.5,60.0,Goose Island Beer Company,Stout
Barrel-Aged Double Porter,American-Style Imperial Porter,13.0,34.0,Port City Brewing Company,Porter
Barrel-Aged Exaltation,Wood- and Barrel-Aged Strong Beer,14.0,20.0,DC Brau Brewing Company,Ale
Barrel-Aged Hoptimum  (Trip in the Woods),American-Style India Pale Ale,11.5,40.0,Sierra Nevada Brewing Company,India Pale Ale
Barrel-Aged Impending Descent,American-Style Imperial Stout,12.0,60.0,Tröegs Brewing Company,Stout
Barrel-Aged Legion,American-Style Imperial Stout,11.6,70.0,Community Beer Company,Stout
Barrel-aged Muscles from Brussels,Wood- and Barrel-Aged Dark Beer,12.0,60.0,Barley Island Brewing Company,Stout
Barrel-Aged Old Baba Yaga (Cognac),American-Style Imperial Stout,11.5,115.0,Bear Republic Brewing Company,Stout
Barrel-Aged Old Rasputin XIV,American-Style Imperial Stout,11.5,38.0,North Coast Brewing Company,Stout
Barrel-Aged Old Rasputin XVI,American-Style Imperial Stout,11.3,38.0,North Coast Brewing Company,Stout
Barrel-Aged Old Rasputin XVIII,American-Style Imperial Stout,11.3,38.0,North Coast Brewing Company,Stout
Barrel-aged Project (Dark Ale): No. 13 Cognac,Belgian-Style Dark Strong Ale,12.0,40.0,Brouwerij Hof ten Dormaal,Ale
Barrel-aged Project: No. 1 Jenever,Belgian-Style Pale Strong Ale,12.0,40.0,Brouwerij Hof ten Dormaal,Ale
Barrel-aged Raspberry Temptress,American-Style Imperial Stout,13.0,56.0,Lakewood Brewing Company,Stout
Barrel-Aged Ten Fidy,American-Style Imperial Stout,12.9,65.0,Oskar Blues Brewery,Stout
Basking in Bourbon,American-Style Imperial Stout,11.4,50.0,Saranac Brewery,Stout
Batch #1: Belgiweizen (County Line Ales),Specialty Beer,11.2,52.5,Good People Brewing Company,Special
Batch #5: Barleywine (County Line Ales),American-Style Barley Wine Ale,12.5,40.0,Good People Brewing Company,Ale
Batch 100,American-Style Imperial Stout,11.2,60.0,Tapistry Brewing,Stout
Batch 1000 (2017),Belgian Quad,16.0,35.0,Triton Brewing Company,Trappist
Batch 2000,Strong Ale,11.5,40.0,Bell's Brewery,Ale
Batch 5000,Imperial or Double India Pale Ale,14.6,75.0,Short's Brewing Company,India Pale Ale
Batch 7000,American-Style Imperial Stout,12.0,60.0,Bell's Brewery,Stout
Batch 9000,American-Style Pale Ale,12.5,40.0,Bell's Brewery,Ale
Batch One,Stout,13.5,30.0,Triton Brewing Company,Stout
Baychimo,Imperial or Double India Pale Ale,11.9,125.0,Lock 27 Brewing,India Pale Ale
BBA 6 Geese-A-Laying,Belgian-Style Dark Strong Ale,12.9,40.0,The Bruery,Ale
BBA Teufel Bock,Wood- and Barrel-Aged Beer,12.0,60.0,Atwater Brewery,Stout
BBH With Cherries,American-Style Imperial Porter,12.5,85.0,Karbach Brewing Company,Porter
BBH With Chocolate,American-Style Imperial Porter,12.5,85.0,Karbach Brewing Company,Porter
BBH with Vanilla,American-Style Imperial Porter,11.5,85.0,Karbach Brewing Company,Porter
BBQ - Smokestack Series - Bourbon Barrel Quad,Belgian-Style Quadrupel,11.8,25.0,Boulevard Brewing Company,Trappist
BC Barley Wine With Cascade/Chinook,American-Style Barley Wine Ale,12.0,40.0,BAD Brewing Co,Ale
Bearded Gar,French-Style Bière de Garde,11.2,40.0,Black Acre Brewing Company,Ale
Beer Geek Cocoa Shake,Oatmeal Stout,12.1,60.0,Mikkeller,Stout
Beer Geek Daydream,Specialty Stouts,12.0,60.0,Mikkeller,Special
Beer Geek Speedway,American-Style Imperial Stout,12.0,60.0,AleSmith Brewing Company,Stout
Beer Geek Vanilla Maple Shake,British-Style Imperial Stout,13.0,60.0,Mikkeller,Stout
Beer Geek Vanilla Shake,Oatmeal Stout,13.0,60.0,Mikkeller,Stout
Beer Line,American-Style Barley Wine Ale,12.0,53.0,Lakefront Brewery,Ale
Belgian Quad,Belgian-Style Quadrupel,15.0,25.0,Legend Brewing Company,Trappist
Belgian Quadruple,Belgian-Style Quadrupel,11.2,25.0,Carlyle Brewing,Trappist
Belgian Russian Imperial Stout,British-Style Imperial Stout,12.4,60.0,Stable 12,Stout
Belgian Strong Ale,Belgian-Style Pale Strong Ale,11.5,40.0,Brown's Brewing Company,Ale
Bergamot Blue,Other Fruit Melomel,13.0,17.0,Brothers Drake Meadery,Fruit
Bernese Barley Wine Ale,American-Style Barley Wine Ale,11.5,40.0,Thirsty Dog Brewing Company,Ale
Berserker Imperial Stout,American-Style Imperial Stout,12.7,30.0,Midnight Sun Brewing Company,Stout
Betelgeuse,Other Belgian-Style Ales,12.0,40.0,Black Market Brewing Company,Ale
Beth Sour Ale,Wild Beer,12.0,55.0,Singlecut Beersmiths,Ale
Bible Belt,American-Style Imperial Stout,13.0,60.0,Prairie Artisan Ales,Stout
Bifrost Barley Wine,American-Style Barley Wine Ale,12.0,25.0,Brutopia Brewery,Ale
Big Baby Flat Top,American-Style Imperial Stout,11.6,60.0,Wingman Brewers,Stout
Big Bad Baptist,American-Style Imperial Stout,11.4,60.0,EPIC Brewing Company,Stout
Big Bad Baptist (Release #68),American-Style Imperial Stout,12.3,60.0,EPIC Brewing Company,Stout
Big Bad Baptist (Release #85),American-Style Imperial Stout,12.1,60.0,EPIC Brewing Company,Stout
Big Bad Baptist Blue Copper Coffee,American-Style Imperial Stout,12.2,60.0,EPIC Brewing Company,Stout
Big Bad Baptist Ibis Coffee,American-Style Imperial Stout,12.2,60.0,EPIC Brewing Company,Stout
Big Bad Baptist Novo Coffee,American-Style Imperial Stout,11.9,60.0,EPIC Brewing Company,Stout
Big Bad Baptist Release #10,American-Style Imperial Stout,11.4,60.0,EPIC Brewing Company,Stout
Big Bad Baptist Release #13,American-Style Imperial Stout,12.2,60.0,EPIC Brewing Company,Stout
Big Bad Baptist Release #14,American-Style Imperial Stout,12.1,60.0,EPIC Brewing Company,Stout
Big Bad Baptist Release #15,American-Style Imperial Stout,11.4,60.0,EPIC Brewing Company,Stout
Big Bad Baptist Release #17,American-Style Imperial Stout,12.0,60.0,EPIC Brewing Company,Stout
Big Bad Baptist Release #18,American-Style Imperial Stout,12.0,60.0,EPIC Brewing Company,Stout
Big Bad Baptist Release #2,American-Style Imperial Stout,11.3,60.0,EPIC Brewing Company,Stout
Big Bad Baptist Release #3,American-Style Imperial Stout,11.3,60.0,EPIC Brewing Company,Stout
Big Bad Baptist Release #32,American-Style Imperial Stout,11.3,60.0,EPIC Brewing Company,Stout
Big Bad Baptist Release #5,American-Style Imperial Stout,11.2,60.0,EPIC Brewing Company,Stout
Big Bad Baptist Release #53,American-Style Imperial Stout,12.3,60.0,EPIC Brewing Company,Stout
Big Bad Baptist Release #59,American-Style Imperial Stout,12.3,60.0,EPIC Brewing Company,Stout
Big Bad Baptist Release #8,American-Style Imperial Stout,12.5,60.0,EPIC Brewing Company,Stout
Big Bad Baptist Release #9,American-Style Imperial Stout,11.8,60.0,EPIC Brewing Company,Stout
Big Bad Baptista,American-Style Imperial Stout,11.7,60.0,EPIC Brewing Company,Stout
Big Bad Barleywine,American-Style Barley Wine Ale,11.5,150.0,Fegley's Brew Works,Ale
Big Bang,American-Style Barley Wine Ale,11.9,40.0,Barreled Souls,Ale
Big Black Voodoo Daddy,American-Style Imperial Stout,12.0,60.0,Voodoo Brewing Company,Stout
Big Chuck,American-Style Barley Wine Ale,11.7,40.0,Portside Brewery,Ale
Big Daddy Cane,American-Style Imperial Stout,12.5,60.0,Jackie O's Pub and Brewery,Stout
Big Deluxe,American-Style Imperial Stout,12.2,85.0,Ritual Brewing Co.,Stout
Big Galoot IPA - Triple,Imperial or Double India Pale Ale,11.5,90.0,Three Notch'd Brewing Company,India Pale Ale
Big Griz,American-Style Imperial Porter,12.5,28.0,Perrin Brewing Company,Porter
Big Gruesome Aged In Bourbon Barrels with Coffee Beans and Cacao Nibs,American-Style Imperial Stout,12.8,60.0,Spring House Brewing Company,Stout
Big Hoppa,American-Style India Pale Ale,12.0,93.0,Martin House Brewing Company,India Pale Ale
