name,style,abv,ibu,brewer_name,tipo
“Conquered” Grape BzZz,Sweet Mead,6.0,1.0,Acoustic Draft Mead,Mead
(512) ALT,German-Style Altbier,6.0,1.0,(512) Brewing Company,Mead
100 Barrel Series #5 Alt,German-Style Altbier,5.3,1.0,Harpoon Brewery,Mead
10th Anniversary,Imperial or Double India Pale Ale,10.0,1.0,Port Brewing Company,India Pale Ale
19 Original Colonies,Open Category Mead,5.5,1.0,Rogue Ales,Mead
1911 Grapefruit Cider,Fruit Cider,5.5,1.0,Beak & Skiff Apple Orchards,Cider
1911 Raspberry Cider,Fruit Cider,5.5,1.0,Beak & Skiff Apple Orchards,Cider
200 Special Edition Cider,Fruit Cider,5.0,1.0,Sheppy's Cider,Cider
4th Anniversary Ale,German-Style Altbier,8.8,1.0,Hangar 24 Craft Brewery,Mead
9 Pin Cider,French Cider,6.8,1.0,C.H. Evans Brewing Company,Cider
A57N ALT Bier,German-Style Altbier,5.0,1.0,Herkimer Pub & Brewery,Mead
ACE Apple Cider,Fruit Cider,5.0,1.0,California Cider Company,Cider
ACE Apple Honey Cider,Fruit Cider,5.0,1.0,California Cider Company,Cider
ACE Berry Cider,Fruit Cider,5.0,1.0,California Cider Company,Cider
ACE Joker Cider,Fruit Cider,6.9,1.0,California Cider Company,Cider
Ace of Cascades,Open Category Mead,6.5,1.0,BOS Meadery,Mead
ACE Perry Cider,Fruit Cider,5.0,1.0,California Cider Company,Cider
ACE Pineapple Cider,Fruit Cider,5.0,1.0,California Cider Company,Cider
ACE Pumpkin Cider,Fruit Cider,5.0,1.0,California Cider Company,Cider
Achtung Oktoberfest,German-Style Oktoberfest / Wiesen (Meadow),5.8,1.0,Run of the Mill Public House and Brewery,Lager
Addlestones Cloudy Premium Cider,English Cider,5.0,1.0,Bulmers Cider,Cider
Agave Lime,Open Category Mead,6.0,1.0,B. Nektar Meadery,Mead
Alemannia,German-Style Altbier,4.5,1.0,Strange Land Brewery,Mead
AleWorks Altbier,German-Style Altbier,5.2,1.0,Third Street Aleworks Restaurant & Brewery,Mead
Alice,New England Cider,6.7,1.0,Bushwhacker Cider,Cider
All Hail Cyser,Cyser (Apple Melomel),11.0,1.0,Northville Winery & Brewing Co.,Cider
Alt,German-Style Altbier,5.7,1.0,Cambridge House Brew Pub,Mead
alt,German-Style Altbier,4.7,1.0,Scratch Brewing Company,Mead
ALT,German-Style Altbier,5.3,1.0,Bohemian Brewery,Mead
Alt,German-Style Altbier,5.4,1.0,Kinslahger Brewing Company,Mead
ALT,German-Style Altbier,4.9,1.0,Dru Bru,Mead
Alt,German-Style Altbier,4.8,1.0,Altstadt Brewery,Mead
Alt,German-Style Altbier,5.4,1.0,Clockwerks Brewing,Mead
Alt & In The Way,German-Style Altbier,4.0,1.0,Squatters Craft Beers,Mead
Alt 0220,German-Style Altbier,5.2,1.0,Überbrew,Mead
Alt 1848,German-Style Altbier,5.4,1.0,Utepils Brewing Co,Mead
Alt Amber,German-Style Altbier,5.2,1.0,BrewDog,Mead
Alt Ball and Chain,German-Style Altbier,5.2,1.0,Four Peaks Brewing Company,Mead
Alt Bier,German-Style Altbier,5.6,1.0,Devils Backbone Brewing Company,Mead
Alt Bier,German-Style Altbier,5.0,1.0,Chuckanut Brewery & Kitchen,Mead
Alt Bier,German-Style Altbier,5.4,1.0,Mad Fox Brewing Company,Mead
Alt German Ale,German-Style Altbier,5.0,1.0,Chuckanut Brewery & Kitchen,Mead
Alt Nouveau,German-Style Altbier,5.4,1.0,North Coast Brewing Company,Mead
Alt of the Covenant,German-Style Altbier,7.8,1.0,Seven Arrows Brewing Company,Mead
Alt Ready To Go,German-Style Altbier,5.3,1.0,People's Brewing Company,Mead
Alt Route - Beer Camp Across America,German-Style Altbier,6.6,1.0,Sierra Nevada Brewing Company,Mead
Alt-Bier Ale,German-Style Altbier,6.0,1.0,Hangar 24 Craft Brewery,Mead
Alt-Bier With Augie's Coffee And Maple Syrup,German-Style Altbier,6.0,1.0,Hangar 24 Craft Brewery,Mead
Alt-er Ego,German-Style Altbier,4.5,1.0,Benson Brewery,Mead
Alt-Eration,German-Style Altbier,5.1,1.0,Hops & Grain Brewery,Mead
Alt-ered State,German-Style Altbier,6.4,1.0,Natchez Brewing Company,Mead
Alt-ernative Amber,German-Style Altbier,5.4,1.0,Ohio Brewing Company,Mead
Alt-itude,German-Style Altbier,5.3,1.0,Fegley's Brew Works,Mead
Altar Beer,German-Style Altbier,5.2,1.0,Laurelwood Brewing Company,Mead
Altbeir,German-Style Altbier,6.4,1.0,Mexitaly,Mead
Altbier,German-Style Altbier,5.1,1.0,Reuben's Brews,Mead
Altbier,German-Style Altbier,5.2,1.0,Druid City Brewing Company,Mead
Altbier,German-Style Altbier,5.0,1.0,Doan's Craft Brewing Company,Mead
Altbier,German-Style Altbier,5.6,1.0,Double Mountain Brewery,Mead
Altbier,German-Style Altbier,4.2,1.0,Bluegrass Brewing Company,Mead
Altbier,German-Style Altbier,5.5,1.0,French Broad Brewing Company,Mead
Altbier,German-Style Altbier,5.2,1.0,Carlyle Brewing,Mead
Altbier,German-Style Altbier,4.7,1.0,Ægir Bryggeri,Mead
Altbier,German-Style Altbier,5.4,1.0,Midnight Jack Brewing Company,Mead
Altbier,German-Style Altbier,6.3,1.0,Amador Brewing Company,Mead
Altbier,German-Style Altbier,5.1,1.0,Southampton Publick House,Mead
Altbier,German-Style Altbier,5.2,1.0,Alliance Brewing Company,Mead
Altbier,German-Style Altbier,5.0,1.0,Prost Brewing Company,Mead
Altbier,German-Style Altbier,5.7,1.0,Flat12 Bierwerks,Mead
Altbitter,German-Style Altbier,9.5,1.0,Widmer Brothers Brewing,Mead
ALTen Amber,German-Style Altbier,6.2,1.0,Benoit-Casper Brewing Company,Mead
Altenburger Festbier,German-Style Oktoberfest / Wiesen (Meadow),6.0,1.0,Altenburger Brauerei,Lager
Altenmünster Oktoberfest,German-Style Oktoberfest / Wiesen (Meadow),5.5,1.0,Allgäuer Brauhaus AG Kempten,Lager
Alter Ego,German-Style Altbier,6.0,1.0,Hexagon Brewing Co,Mead
Alter Your Brew,German-Style Altbier,5.5,1.0,Argyle Brewing Company,Mead
ALTercation,German-Style Altbier,5.2,1.0,Manayunk Brewery and Restaurant,Mead
Altercation,German-Style Altbier,5.2,1.0,DESTIHL Brewery,Mead
Altered States Altbier,German-Style Altbier,5.0,1.0,Faust Brewing Company,Mead
ALTerior Motive,German-Style Altbier,6.3,1.0,COAST Brewing Company,Mead
Alternate Universe,German-Style Altbier,4.7,1.0,8th Wonder Brewery,Mead
Alternating Current,German-Style Altbier,5.3,1.0,Gizmo Brew Works,Mead
ALTernative Amber,German-Style Altbier,5.5,1.0,Westfax Brewing Company,Mead
Alternator Doppelalt,German-Style Altbier,7.9,1.0,Second Street Brewery,Mead
Altfränkisch Klosterbier,German-Style Oktoberfest / Wiesen (Meadow),5.0,1.0,Klosterbrauerei Weißenohe,Lager
ALTitude,German-Style Altbier,7.3,1.0,Tuckerman Brewing Company,Mead
ALTitude Red Ale,German-Style Altbier,5.4,1.0,Front Range Brewing Company,Mead
Amber Ale,German-Style Altbier,5.0,1.0,"BBC Brewing Co., LLC",Mead
Amber Alt,German-Style Altbier,4.7,1.0,Port Huron Brewing Company,Mead
American Gold,Fruit Cider,5.0,1.0,Schilling Cider,Cider
American Maniacs,Sweet Mead,14.0,1.0,B. Nektar Meadery,Mead
Anacostia Ale,German-Style Altbier,5.0,1.0,"Franklin's Restaurant, Brewery & General Store",Mead
Ananas,Fruit Cider,6.0,1.0,Slim Pickens Cider & Mead,Cider
Ancient Soul,Open Category Mead,14.0,1.0,B. Nektar Meadery,Mead
Angels With Filthy Souls,Brown Porter,6.3,1.0,Bissell Brothers,Porter
Anniversary Ale - Thirteen,German-Style Oktoberfest / Wiesen (Meadow),9.5,1.0,Avery Brewing Company,Lager
Anniversary Alt,German-Style Altbier,6.0,1.0,The Olde Mecklenburg Brewery,Mead
Anthem Cherry,Fruit Cider,6.2,1.0,Wandering Aengus Ciderworks,Cider
Apfelwein Kirsch,Apple Wine,4.2,1.0,Bembel With Care,Cider
Apfelwein Pur,Apple Wine,6.0,1.0,Bembel With Care,Cider
Apoldaer 1806,German-Style Oktoberfest / Wiesen (Meadow),5.0,1.0,Vereinsbrauerei Apolda,Lager
Apothelyptic Farmhouse,Dry Mead,6.0,1.0,Crafted Artisan Meadery,Mead
Applalicha Alt,German-Style Altbier,5.1,1.0,Bull & Bones Brewhaus & Grill,Mead
Apple BzZz,Sweet Mead,6.0,1.0,Acoustic Draft Mead,Mead
Apple Cherry,Fruit Cider,6.9,1.0,Sietsema Orchards,Cider
Apple Cherry Cider,Fruit Cider,6.9,1.0,Island Orchard Cider,Cider
Apple Ginger,Fruit Cider,5.0,1.0,Angry Orchard,Cider
Apple Pi,Open Category Mead,14.0,1.0,B. Nektar Meadery,Mead
Apple Pi With Crust,Open Category Mead,15.3,1.0,B. Nektar Meadery,Mead
Apple Pie Mead,Semi-Sweet Mead,14.0,1.0,San Francisco Mead Company,Mead
Apple Pineapple,Fruit Cider,5.0,1.0,Bishop Cider Company,Cider
Apple Raspberry,Fruit Cider,6.9,1.0,"Vander Mill Winery, Cider Mill & Microbrewery",Cider
Apple Sparkling Honey Wine,Semi-Sweet Mead,8.0,1.0,Redstone Meadery,Mead
Appleseed Cask,Sweet Mead,12.0,1.0,Crafted Artisan Meadery,Mead
Applewood,Open Category Mead,11.0,1.0,Millstone Cellars,Mead
Apricot,Fruit Cider,6.9,1.0,Snow Capped Cider,Cider
Apricot Cider,Fruit Cider,5.5,1.0,Original Sin,Cider
Apricot Cider,Fruit Cider,6.5,1.0,Tieton Cider Works,Cider
Arc Weld Alt,German-Style Altbier,5.3,1.0,Fegley's Brew Works,Mead
Archibald's Amber Apple Cider,Fruit Cider,8.0,1.0,Arsenal Cider House,Cider
Arnie's Own,Fruit Cider,6.8,1.0,Sloop Brewing,Cider
Aronia & Rose Semi-Dry Cider,Fruit Cider,7.0,1.0,Western Cider Company,Cider
Artisan’s Düsseldorf Style Old Ale (Alt Bier),German-Style Altbier,5.5,1.0,Artisan's Brewery & Italian Grill,Mead
Ashbury Alt,German-Style Altbier,4.0,1.0,Magnolia Brewing Company,Mead
Aston Bitter & Dabinett,English Cider,6.8,1.0,Sandford Orchards,Cider
Audition - Altbier,German-Style Altbier,6.6,1.0,Sierra Nevada Brewing Company,Mead
Aww Snap,Semi-Sweet Mead,6.0,1.0,Crafted Artisan Meadery,Mead
Baccata,Fruit Cider,7.1,1.0,Phonograph Cider,Cider
Badass Apple Cider,Fruit Cider,5.5,1.0,Badass Hard Ciders,Cider
Badass Pear Cider,Fruit Cider,5.5,1.0,Badass Hard Ciders,Cider
Badger Hill Cherry,Fruit Cider,6.5,1.0,Restoration Cider,Cider
Badisch Festbier,German-Style Oktoberfest / Wiesen (Meadow),5.3,1.0,Badisch Brauhaus,Lager
Baja Sunburn,Fruit Cider,6.9,1.0,Stoked Cider,Cider
Baklava to the Future,Sweet Mead,6.0,1.0,Crafted Artisan Meadery,Mead
Baladin Cider,Fruit Cider,4.5,1.0,Birrificia Le Baladin,Cider
Balmain Apple Cider,Fruit Cider,4.5,1.0,Balmain Brewing Company,Cider
Balt Altbier,German-Style Altbier,6.0,1.0,Union Craft Brewing Company,Mead
Balt The More,German-Style Altbier,7.7,1.0,Union Craft Brewing Company,Mead
Bananas Foster Forever,Open Category Mead,6.0,1.0,Crafted Artisan Meadery,Mead
Bardic Gold,Cyser (Apple Melomel),6.0,1.0,Bardic Wells Meadery,Cider
Bardic Red,Cyser (Apple Melomel),6.0,1.0,Bardic Wells Meadery,Cider
Barrel Aged Dry Cyser,Dry Mead,14.0,1.0,B. Nektar Meadery,Mead
Barrel Aged Snap Dragon Mead,Dry Mead,8.0,1.0,New Day Meadery,Mead
Basil Lemongrass,Open Category Mead,6.9,1.0,Charm City Meadworks,Mead
Batch #1,Fruit Cider,6.0,1.0,"Blackwater Cider, LLC",Cider
Batch: 1904,English Cider,5.0,1.0,Brickworks Ciderhouse,Cider
Bearded Saint,Open Category Mead,8.0,1.0,Hidden Legend Winery,Mead
Becky Blueberry Cider,Fruit Cider,6.0,1.0,Platform Beer Co.,Cider
Bee Tang,Dry Mead,10.0,1.0,Mad Beach Craft Brewing Company,Mead
Beechballer,German-Style Altbier,8.3,1.0,Bauhaus Brew Labs,Mead
Begyle Northern German Alt,German-Style Altbier,4.3,1.0,Begyle Brewing,Mead
BerlinerWeiss,Berliner-Style Weisse (Wheat),3.7,1.0,Round Guys Brewing Company,Wheat
Bernoulli's Belgian Pale Ale,Belgian-Style Pale Ale,5.0,1.0,Stone's Throw Brewing,Ale
Besieged,Cyser (Apple Melomel),8.5,1.0,"Vander Mill Winery, Cider Mill & Microbrewery",Cider
Billy's Sunday Bitter,English Cider,4.6,1.0,Magnolia Brewing Company,Cider
Bismark Altbier,German-Style Altbier,4.9,1.0,Dry Dock Brewing Company,Mead
Bite Hard cider,Fruit Cider,6.9,1.0,Boonville Cider house,Cider
Black & Blue,Fruit Cider,7.0,1.0,Julian Hard Cider,Cider
Black Cherry,Fruit Cider,6.0,1.0,Blue Toad Hard Cider,Cider
Black Cherry,Fruit Cider,7.0,1.0,Okanagan Cider Company,Cider
Black Currant Passion,Fruit Cider,5.8,1.0,MackJac Cider,Cider
Black Fang,Semi-Sweet Mead,6.0,1.0,B. Nektar Meadery,Mead
Black Lily,English Cider,11.0,1.0,The Livery,Cider
Black Madonna,Open Category Mead,6.0,1.0,St. Ambrose Cellars,Mead
Black Phillip,Fruit Cider,4.5,1.0,Blake's Hard Cider Co.,Cider
Black Raspberry Nectar,Open Category Mead,8.0,1.0,Redstone Meadery,Mead
Black Widow,Fruit Cider,6.0,1.0,Original Sin,Cider
Blackberry Cider,Fruit Cider,5.0,1.0,Crown Valley Brewing & Distilling Company,Cider
Blackberry Cider,Fruit Cider,6.5,1.0,Two Rivers Cider Company,Cider
Blackberry Cider,Fruit Cider,6.5,1.0,Sierra Rose Ciders,Cider
Blackberry Cyser,Cyser (Apple Melomel),11.0,1.0,Northville Winery & Brewing Co.,Cider
Blackberry Gold,Fruit Cider,6.0,1.0,Naked Apple Hard Cider,Cider
Blackberry Mead,Dry Mead,12.5,1.0,Starrlight Mead,Mead
Blackberry Wild,Fruit Cider,5.0,1.0,Ciderboys Cider Co.,Cider
Blackthorn Cider,English Cider,4.7,1.0,Blackthorn Cider,Cider
Blazin' Pineapple,Fruit Cider,6.0,1.0,Gnarly Grove Cider Co.,Cider
Blood Moon,Sweet Mead,10.5,1.0,Moonlight Meadery,Mead
Blood Orange,Fruit Cider,4.7,1.0,Bold Rock Hard Cider,Cider
Blood Orange,Fruit Cider,5.0,1.0,Austin Eastciders,Cider
Blood Orange,Fruit Cider,6.2,1.0,Bishop Cider Company,Cider
Blood Orange Cyser,Cyser (Apple Melomel),11.0,1.0,Northville Winery & Brewing Co.,Cider
Blood Orange Wheat,Light American Wheat Ale or Lager with Yeast,5.1,1.0,Shipyard Brewing,Lager
Blue Blaze Altbier,German-Style Altbier,5.0,1.0,Blue Blaze Brewing,Mead
Blue Honey Melomel,Semi-Sweet Mead,12.0,1.0,Crafted Artisan Meadery,Mead
Blue Palm,Fruit Cider,6.9,1.0,Stoked Cider,Cider
Blue River,Fruit Cider,6.9,1.0,Northville Winery & Brewing Co.,Cider
Blue Toadenberry,Fruit Cider,5.5,1.0,Blue Toad Hard Cider,Cider
Blueberry Apple Mead,Sweet Mead,14.0,1.0,Confliction Meadery,Mead
Blueberry Bliss Apple Cider,Fruit Cider,6.9,1.0,Painted Turtle Hard Cider,Cider
Blueberry Chai,Open Category Mead,13.0,1.0,Brothers Drake Meadery,Mead
Blueberry Cider,Fruit Cider,6.5,1.0,Cranes Pie Pantry Restaurant & Winery,Cider
Blueberry Cider,Fruit Cider,6.9,1.0,Country Boy Brewing,Cider
Blueberry Ginger,Open Category Mead,6.9,1.0,Charm City Meadworks,Mead
Blueberry Honey Wine,Semi-Sweet Mead,12.5,1.0,Louisville Mead Co.,Mead
Blueberry Mead,Sweet Mead,12.0,1.0,New Day Meadery,Mead
Bluesberry,Cyser (Apple Melomel),10.0,1.0,Millstone Cellars,Cider
BlueZBeRi BzZz,Sweet Mead,6.0,1.0,Acoustic Draft Mead,Mead
Bog,Fruit Cider,7.5,1.0,Far From The Tree Cider,Cider
Bokkenrijders,German-Style Altbier,8.5,1.0,Lakewood Brewing Company,Mead
Bolten Alt,German-Style Altbier,4.9,1.0,Bolten-Brauerei,Mead
Boltens Ur-Alt,German-Style Altbier,4.8,1.0,Bolten-Brauerei,Mead
Bonfire,Cyser (Apple Melomel),10.0,1.0,Millstone Cellars,Cider
Bonnie Lee's Best Bitter,English Cider,4.1,1.0,Magnolia Brewing Company,Cider
Boot Camp Brown Ale,German-Style Altbier,5.3,1.0,Bravo Zulu,Mead
Boudica's Uprising,Sweet Mead,7.5,1.0,Honey Grail,Mead
Bourbon Barrel Apple Pie,Open Category Mead,15.0,1.0,Brothers Drake Meadery,Mead
Bourbon Street Alt,German-Style Altbier,8.5,1.0,Abita Brewing Company,Mead
Bourbon Street Dusseldorf Style Alt Bier,German-Style Altbier,8.5,1.0,Abita Brewing Company,Mead
Boysenberry Nectar,Semi-Sweet Mead,8.0,1.0,Redstone Meadery,Mead
Bramblin' Blackberry,Fruit Cider,7.5,1.0,Red Clay Ciderworks,Cider
Branch and Bramble,Fruit Cider,6.7,1.0,Stem Ciders,Cider
Braonblásta,English Cider,7.0,1.0,The Porterhouse Brewing Co.,Cider
Braustolz Kappler Festbier,German-Style Oktoberfest / Wiesen (Meadow),5.4,1.0,Braustolz Brauerei,Lager
Brewers' Cut No. 5,German-Style Altbier,6.6,1.0,Real Ale Brewing Company,Mead
Brigstow Bitter,English Cider,4.3,1.0,Arbor Ales,Cider
Brioso Coffee,Open Category Mead,12.0,1.0,Brothers Drake Meadery,Mead
British Dry,English Cider,5.0,1.0,Ciderboys Cider Co.,Cider
Broken Ladder Pear Cider,Fruit Cider,4.5,1.0,BC Tree Fruits Cider Co.,Cider
Brood Raspberry Session Mead,Semi-Sweet Mead,6.2,1.0,Nectar Creek,Mead
Brown Aged Girl,German-Style Altbier,4.5,1.0,Legacy Brewing Company,Mead
Browns Lane,English Cider,5.8,1.0,Crispin Cider,Cider
Bruja Majik Verona Alt,German-Style Altbier,5.8,1.0,Sonoma Springs Brewing Co,Mead
Brut,French Cider,6.0,1.0,Domaine de Kervéguen,Cider
Brut Apple Cider,English Cider,6.9,1.0,Island Orchard Cider,Cider
BSF Hard Apple Cider,Fruit Cider,7.0,1.0,Black Star Farms,Cider
Burley Man,English Cider,7.5,1.0,Griffin Cider Works,Cider
Bushwacker,Fruit Cider,6.9,1.0,Meckley's Cidery,Cider
Buxtehuder Festbier,German-Style Oktoberfest / Wiesen (Meadow),5.9,1.0,Buxtehuder Brauhaus,Lager
Cabia White Sangria,Sweet Mead,10.0,1.0,Mad Beach Craft Brewing Company,Mead
Caffè Ameadicano,Open Category Mead,6.0,1.0,Crafted Artisan Meadery,Mead
California Gold,Dry Mead,13.0,1.0,San Francisco Mead Company,Mead
California Oak,Open Category Mead,10.5,1.0,Golden Coast Mead,Mead
Calwer Eck Braumeisterbier,German-Style Oktoberfest / Wiesen (Meadow),5.5,1.0,Stuttgarter Lokalbrauerei Calwer-Eck-Bräu,Lager
Calwer Eck Volksfestbier,German-Style Oktoberfest / Wiesen (Meadow),5.8,1.0,Stuttgarter Lokalbrauerei Calwer-Eck-Bräu,Lager
Calypso,Open Category Mead,6.5,1.0,Acoustic Draft Mead,Mead
Candid Kaiser,German-Style Altbier,8.0,1.0,Paradox Beer Company,Mead
Candy Bar Alt,German-Style Altbier,6.0,1.0,Hangar 24 Craft Brewery,Mead
Candy Kaiser,German-Style Altbier,5.2,1.0,BrewDog,Mead
Cape May Altbier,German-Style Altbier,5.9,1.0,Cape May Brewing Co.,Mead
Carolina Apple,Fruit Cider,4.7,1.0,Bold Rock Hard Cider,Cider
Carpe Diem Prestige,French Cider,3.0,1.0,Domaine de Kervéguen,Cider
Catawampus,Fruit Cider,6.5,1.0,Blake's Hard Cider Co.,Cider
CaveMan Alt,German-Style Altbier,7.2,1.0,Aviator Brewing Company,Mead
Celt Cidre Breton Traditionnel,Fruit Cider,4.5,1.0,Cidrerie Loïc Raison,Cider
Chai-Jacked,Fruit Cider,6.3,1.0,Red Clay Ciderworks,Cider
Charity,German-Style Altbier,5.1,1.0,Oak Highlands Brewery,Mead
Charmer,English Cider,6.0,1.0,Orchard Pig,Cider
Charred Ordinary,New England Cider,8.2,1.0,Blue Bee Cider,Cider
Chazmo Altbier,German-Style Altbier,6.1,1.0,Run of the Mill Public House and Brewery,Mead
CheRi-Beri BzZz,Dry Mead,6.0,1.0,Acoustic Draft Mead,Mead
Cherried Away,Fruit Cider,6.0,1.0,2 Towns Ciderhouse,Cider
Cherry Amore,Semi-Sweet Mead,12.0,1.0,St. Ambrose Cellars,Mead
Cherry Bobbin' Trolls,Fruit Cider,6.9,1.0,Red Clay Ciderworks,Cider
Cherry Bomb,Fruit Cider,6.9,1.0,Meckley's Cidery,Cider
Cherry BzZz,Sweet Mead,6.0,1.0,Acoustic Draft Mead,Mead
Cherry Chipotle,Open Category Mead,13.0,1.0,Brothers Drake Meadery,Mead
Cherry Chipotle Melomel,Dry Mead,14.0,1.0,B. Nektar Meadery,Mead
Cherry Cider,Fruit Cider,7.0,1.0,Two Rivers Brewing Company,Cider
Cherry Cider,Fruit Cider,5.5,1.0,Cascade Winery,Cider
Cherry Cider,Fruit Cider,5.5,1.0,Anthem Brewing Company,Cider
Cherry Glider,Fruit Cider,7.0,1.0,Colorado Cider Company,Cider
Cherry Hard Apple Cider,Fruit Cider,6.3,1.0,Blue Mountain Brewery,Cider
Cherry Hard Cider,Fruit Cider,6.5,1.0,Cranes Pie Pantry Restaurant & Winery,Cider
Cherry Jubilee,Fruit Cider,5.0,1.0,Ciderboys Cider Co.,Cider
Cherry Moon,Fruit Cider,6.3,1.0,Critz Farms Brewing & Cider Co.,Cider
Cherry Rhubarb Scrumpy,Fruit Cider,7.0,1.0,Sweetland Orchard,Cider
Cherry Tart,Fruit Cider,6.0,1.0,Bull City Ciderworks,Cider
Cherry Tree,Fruit Cider,6.7,1.0,Original Sin,Cider
Chester Hoppearcot,Fruit Cider,6.9,1.0,Big B's Fabulous Juices & Hard Ciders,Cider
Chicory,Dry Mead,5.0,1.0,Nectar Creek,Mead
Chipotle Pollen-Nation,Open Category Mead,6.0,1.0,Crafted Artisan Meadery,Mead
Chocol'ha,Sweet Mead,6.0,1.0,Crafted Artisan Meadery,Mead
Cider Block English Cherry,English Cider,6.0,1.0,Cinder Block Brewery,Cider
Cider Block French,French Cider,6.0,1.0,Cinder Block Brewery,Cider
Ciderberry,Fruit Cider,8.0,1.0,Millstone Cellars,Cider
Ciderkin,New England Cider,4.5,1.0,Argus Brewery,Cider
Cidre Coeur à Tout Rosé,English Cider,6.4,1.0,Saint Graal,Cider
Cidre de Normandie,French Cider,5.0,1.0,Le Pere Jules,Cider
Cidre Dupont Réserve,French Cider,7.5,1.0,Domaine Dupont,Cider
Cidre Pays D'Auge,French Cider,5.0,1.0,Calvados Christian Drouin,Cider
Citrus,Fruit Cider,4.7,1.0,Bold Rock Hard Cider,Cider
Clarissen Alt,German-Style Altbier,4.8,1.0,Hövels Hausbrauerei GmbH,Mead
Classic Cider,Fruit Cider,6.7,1.0,Country Boy Brewing,Cider
Clos Normand Brut Cider,French Cider,4.0,1.0,Cidrerie Duché de Longueville,Cider
Codex Combustum,Open Category Mead,6.0,1.0,Crafted Artisan Meadery,Mead
Colorado Peach,Fruit Cider,6.9,1.0,Snow Capped Cider,Cider
Common Cider Blackberry Sangria,Fruit Cider,6.5,1.0,Common Cider Company,Cider
Common Sense,California Common Beer,5.0,1.0,Stone's Throw Brewing,Lager
Cooper’s Gold Kolsch,German-Style Altbier,4.0,1.0,Rocky River Brewing,Mead
Copper Ale,German-Style Altbier,5.0,1.0,Otter Creek Brewing,Mead
Copper Alt,German-Style Altbier,5.2,1.0,Zipline Brewing Co.,Mead
Copper Canyon Alt,German-Style Altbier,5.0,1.0,Copper Canyon Brewery,Mead
Coup De Hop,Fruit Beer,5.3,1.0,Southerleigh Fine Food and Brewery,Fruit
Cover Crop Rye IPA,American-Style India Pale Ale,7.0,1.0,Stone's Throw Brewing,India Pale Ale
Crabby Cider,Fruit Cider,6.8,1.0,Maiden Rock Winery & Cidery,Cider
Crabby Man,Fruit Cider,6.0,1.0,Whiskey Barrel Cider Co.,Cider
Crackberry,Fruit Cider,6.0,1.0,Bishop Cider Company,Cider
Crafted Regeneration,Open Category Mead,12.0,1.0,Crafted Artisan Meadery,Mead
Crafty Cider,Fruit Cider,5.5,1.0,Wyndridge Farm,Cider
Crafty Cranberry Cider,Fruit Cider,5.5,1.0,Wyndridge Farm,Cider
Cranberry,Fruit Cider,6.5,1.0,Two Rivers Cider Company,Cider
Cranberry,Fruit Cider,6.0,1.0,Portland Cider Company,Cider
Cranberry Apple Cider,Fruit Cider,6.8,1.0,Mackinaw Trail Brewing Company,Cider
Cranberry Blend,Fruit Cider,5.0,1.0,Down East Cider,Cider
Cranberry Cider,Fruit Cider,6.9,1.0,Tieton Cider Works,Cider
Cranberry Cider,Fruit Cider,6.5,1.0,Sierra Rose Ciders,Cider
Cranberry Pomegranate Mead,Sweet Mead,12.0,1.0,Phantom Ales,Mead
Cranberry Road,Fruit Cider,5.0,1.0,Ciderboys Cider Co.,Cider
CRANNY APPLETON,Fruit Cider,6.5,1.0,Blue Toad Hard Cider,Cider
Creemore Springs 25th Anniversary Altbier Collaboration Ale,German-Style Altbier,5.0,1.0,Creemore Spring Brewery,Mead
Cricket Song,Semi-Sweet Mead,9.5,1.0,Arktos Meadery,Mead
Criminal KLP,Open Category Mead,6.0,1.0,Cigar City Brewing,Mead
Crimson Ridge Vat No. 1,Fruit Cider,6.9,1.0,Bold Rock Hard Cider,Cider
Crimson Ridge Vintage Dry,Fruit Cider,6.9,1.0,Bold Rock Hard Cider,Cider
Crisp Apple,New England Cider,5.0,1.0,Angry Orchard,Cider
Crisp Apple,Fruit Cider,7.0,1.0,Okanagan Cider Company,Cider
Crooked Coast Altbier,German-Style Altbier,5.1,1.0,Driftwood Brewery,Mead
Crooked Hare,German-Style Altbier,5.0,1.0,Hairless Hare Brewery,Mead
Ctrl-Alt-Del,German-Style Altbier,5.2,1.0,Davidson Brothers Restaurant & Brewery,Mead
Ctrl+Alt+Del,German-Style Altbier,5.3,1.0,River's Edge Brewing Co.,Mead
Curious Apple,English Cider,5.2,1.0,Chapel Down,Cider
Cyser,Cyser (Apple Melomel),6.9,1.0,Blake's Hard Cider Co.,Cider
Cyser,Fruit Cider,12.0,1.0,Bishop Cider Company,Cider
Cyser,Sweet Mead,9.2,1.0,Paw Paw Brewing Company,Mead
Cyser,Cyser (Apple Melomel),15.0,1.0,The Saint Louis Brewery (Schlafly),Cider
Cyser,Sweet Mead,13.0,1.0,Brothers Drake Meadery,Mead
Cyser Honey Cider,Fruit Cider,7.5,1.0,Western Cider Company,Cider
Czech Pilsner,German-Style Altbier,5.0,1.0,Trinity Brewhouse,Mead
Dachsenfranz Jahrgangsbier 23.04,German-Style Oktoberfest / Wiesen (Meadow),5.9,1.0,Hotel Adler Brauereigasthof,Lager
Dachsenfranz Weihnachtsbier,German-Style Oktoberfest / Wiesen (Meadow),5.5,1.0,Hotel Adler Brauereigasthof,Lager
Dam Son!,Fruit Cider,5.0,1.0,Tandem Ciders,Cider
Dancing Elephants,Fruit Cider,6.0,1.0,Cherry Creek Vineyard & Winery,Cider
